planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-A-OP10-BE	 2207	61B02_123_RFL	Diámetro	diameter	12.0066533	12.0090000	0.0090000	-0.0090000	-0.0023467		61B02	0.0027201					0.0090000	-0.0090000									-82.2967108	78.1929552	-162.6828057
EMBRAGUE-A-OP10-BE	 2207	62B02_120_PC	Valor Y	yValue	-28.4542184	-28.5000000	0.1500000	-0.1500000	-0.0457816		62B02	0.0045324					0.1500000	-0.1500000									96.0201208	93.0457816	-147.4130076
EMBRAGUE-A-OP10-BE	 2207	62B02_114_PC	Valor X	xValue	59.0409752	59.0000000	0.1250000	-0.1250000	0.0409752		62B02	0.0045324					0.1250000	-0.1250000									96.0201208	93.0457816	-147.4130076
EMBRAGUE-A-OP10-BE	 2207	62B04_119_PC	Valor Y	yValue	-48.4492245	-48.5000000	0.1500000	-0.1500000	-0.0507755		62B04	0.0011165					0.1500000	-0.1500000									98.4197900	73.0507755	-157.4051183
EMBRAGUE-A-OP10-BE	 2207	62B04_114_PC	Valor X	xValue	59.0471101	59.0000000	0.1250000	-0.1250000	0.0471101		62B04	0.0011165					0.1250000	-0.1250000									98.4197900	73.0507755	-157.4051183
EMBRAGUE-A-OP10-BE	 2207	61B03_120_PC	Valor Y	yValue	-28.4454508	-28.5000000	0.1500000	-0.1500000	-0.0545492		61B03	0.0821615					0.1500000	-0.1500000									180.3785170	93.0545492	-100.4920712
EMBRAGUE-A-OP10-BE	 2207	61B03_113_PC	Valor X	xValue	152.0084270	152.0000000	0.1500000	-0.1500000	0.0084270		61B03	0.0821615					0.1500000	-0.1500000									180.3785170	93.0545492	-100.4920712
EMBRAGUE-A-OP10-BE	 2207	61B01_119_PC	Valor Y	yValue	-48.4519331	-48.5000000	0.1500000	-0.1500000	-0.0480669		61B01	0.0298238					0.1500000	-0.1500000									180.3875549	73.0480669	-100.4117900
EMBRAGUE-A-OP10-BE	 2207	61B01_114_PC	Valor X	xValue	152.0359166	152.0000000	0.1500000	-0.1500000	0.0359166		61B01	0.0298238					0.1500000	-0.1500000									180.3875549	73.0480669	-100.4117900
EMBRAGUE-A-OP10-BE	 2207	13F01_29_PC	Valor Z	zValue	109.3245398	109.4000000	0.1250000	-0.1250000	-0.0754602		13F01_PROFUNDIDAD	0.0030238					0.1250000	-0.1250000									-6.7221824	21.5361450	111.3708449
EMBRAGUE-A-OP10-BE	 2207	13F01_26_PC	Valor Y	yValue	-66.9810439	-67.0000000	0.0000000	-0.3000000	-0.0189561		13F01_LARGO						0.0000000	-0.3000000									-7.8714996	54.5189561	112.2880219
EMBRAGUE-A-OP10-BE	 2207	13F01_25_PC	Elemento de resultado	resultElementLength	31.2720689	31.0000000	0.3000000	-0.3000000	0.2720689								0.3000000	-0.3000000											
EMBRAGUE-A-OP10-BE	 2207	13F01_RF	Radio	radius	11.9618673	12.5000000	0.1000000	-0.1000000	-0.5381327	-0.4381327	13F01_RADIO9_LADOMOTORARRANQUE	0.0141573					0.1000000	-0.1000000									-10.7341276	42.3116735	111.0336969
END
